title,year,doi,journal,url,categories,cited_by_count,authors,abstract
Characterization of emissions generated during additive manufacturing of polymer parts by the fused deposition modeling technique,2025,10.1080/15459624.2025.2544739,Journal of Occupational and Environmental Hygiene,https://www.semanticscholar.org/paper/05769e140fe320e478c58a79f67fcfff94aa580c,core_emissions_measurement;health_toxicology;materials;mitigation_filtration;workplace_indoor_air,0,F. Keller; Laurence Robert; Jennifer Klingler,"Abstract Additive manufacturing has developed steadily since it was first introduced in the 1980s, but it is not without occupational risks. The main objectives of this study were to characterize airborne particle and VOC (Volatile Organic Compounds) emissions generated by a 3D additive manufacturing using polymers and to evaluate the effectiveness of local extraction ventilation as a control measure to reduce emissions. A comprehensive measurement methodology involving direct-reading instruments and active tube air sampling was deployed around and inside the machine. Three polymer materials were studied: ABS (Acrylonitrile Butadiene Styrene), ASA (Acrylonitrile Styrene Acrylate), and PETG (PolyEthylene Terephthalate Glycol). The same test part was fully manufactured three times with each material. During manufacturing, particle number concentrations and real-time VOC profiles, particularly focusing on styrene, were measured simultaneously. The extraction ventilation parameters on the Zortrax M300 3D printer were recorded and analyzed to assess how they affected pollutant containment and prevention of operator exposure. The number of particles measured for the various materials and their concentration suggest possible operator exposure to airborne particles. Total VOC concentration values were measured from ABS (432.8 µg/m3), ASA (124.1 µg/m3), and PETG (4.7 µg/m3). Real-time monitoring was done for styrene emissions during the manufacturing cycles for the three different materials tested, coupled with VOCs sampling on adsorbent tubes. Use of a local exhaust ventilation system reduced the airborne concentrations between 95% and 99%. It is therefore recommended that 3D printers be placed under an extraction system."
Circular economy on a 3D printer farm on the example of ABS,2025,10.1108/rpj-09-2024-0384,Rapid Prototyping Journal,https://doi.org/10.1108/rpj-09-2024-0384,core_emissions_measurement;materials,,Piotr Czyżewski; Dawid Marciniak; Marek Bieliński," Purpose The paper describes a proposal for a closed-loop cycle implemented at a 3D printer farm, using acrylonitrile butadiene styrene (ABS) and fused filament fabrication (FFF) technology as an example. The subject of the research was an attempt to assess the susceptibility to segregation and shredding and also to verify the granulometric properties of polymer waste to manage post-consumer objects, shortages and technological waste toward the production of fully valuable filament for reuse from 3D printing technology. Design/methodology/approach The proposed material management system at the 3D printer farm allows for zero waste management. Management of recycled material is already done at the stage of material selection for a given application and is verified throughout the life cycle, taking into account reprocessing into a new fully functional filament. Findings The analysis of particle size and granulometric indices allowed to characterize the milling, the particles of which with their geometric characteristics are different from recyclates processed from waste products, obtained in other thermoplastic processing technologies. The adopted research methods, parameters and indicators allow to characterize the behavior of ground particles of printed parts in the area of secondary processing. Research limitations/implications The research was limited to ABS; however, the methodological solutions described can also be applied to the secondary processing of other materials commonly used in FDM/FFF 3D printing. Practical implications This study demonstrates a methodical approach to the reuse of 3D printing waste. The methods and results presented are practical and may prove useful for reusing both production and post-consumer waste in 3D printing farms. Social implications A systematic approach to managing production and post-consumer waste in 3D printing technologies aligns with prevailing social and environmental trends aimed at fully using such waste to reduce the carbon footprint. Originality/value Based on the work carried out in the secondary management of waste from the printing process, a universal strategy for the management of post-consumer and process waste using thermoplastic filaments primarily ABS has been proposed. "
"Desktop 3D printers in the workplace: use, emissions, controls, and health.",2025,10.1093/annweh/wxae101,Annals of work exposures and health,https://pubmed.ncbi.nlm.nih.gov/39719678/,core_emissions_measurement;health_toxicology;materials;mitigation_filtration;workplace_indoor_air,,Hall S; Sumner J; Hunwin G; Martell S; Pengelly I; Brown V; Staff J; Forder J,
Empirical Modeling and Minimization of Environmental Volatile Organic Compounds (VOCs) in Fused Filament Fabrication (FFF) Process,2025,10.1142/s0219686727500387,Journal of Advanced Manufacturing Systems,https://doi.org/10.1142/s0219686727500387,core_emissions_measurement;materials,,Nikhil Kumar Ahirwar; Krishnanand; Sudhanshu Kumar; Mohammad Taufik," This study investigates the impact of process parameters on Volatile Organic Compound (VOC) emissions during Additive Manufacturing (AM) using the Fused Filament Fabrication (FFF) technique. Key variables such as temperature, print speed, layer thickness, orientation angle, and infill density were examined to understand their influence on VOC release. A Central Composite Design (CCD) was employed to develop a second-order regression model for predicting VOC emissions. Analysis of Variance (ANOVA) revealed that individual and quadratic effects, particularly those of infill density and temperature, significantly impact VOC emissions, while most interaction effects were comparatively less influential. The experimental VOC Index ranged from 82.27 to 240, and the developed model demonstrated strong predictive performance, supported by residual analysis showing a mean residual of –3.48, standard deviation of 6.73, minimum and maximum residuals of –14.18 and 12.15, respectively, and an overall RMSE of 7.48 with an MAE of 6.35. The optimal parameter combination ([Formula: see text]C, [Formula: see text] mm/s, [Formula: see text] mm, [Formula: see text], [Formula: see text]%) yielded the minimum VOC Index of 66.26, with the maximum deviation between experimental and predicted values being less than 2%. The empirical model is specific to the tested conditions and may require recalibration for different materials. Overall, this work provides a quantitative framework for optimizing FFF process parameters to minimize VOC emissions while maintaining part quality, supporting more sustainable AM practices. "
Hybrid PLA-based biocomposites produced by DLP 3D printer with alumina and silica nanoparticles,2025,10.1016/j.mtcomm.2024.111469,Materials Today Communications,https://doi.org/10.1016/j.mtcomm.2024.111469,core_emissions_measurement;materials,,Hossein Maleki; Parviz Asadi; Amirhossein Moghanian; Sirus Safaee; I.M.R. Najjar; A. Fathy,
"Investigation of erosion wear behavior and incubation period of 3D-printed ABS, PLA and Nylon-CF",2025,10.1108/rpj-02-2025-0080,Rapid Prototyping Journal,https://doi.org/10.1108/rpj-02-2025-0080,core_emissions_measurement;materials,,Mehmet Esat Aydin; Osman Ozturk; Mehmet Bagci," Purpose This study aims to investigate the erosion wear behavior of three-dimensional (3D)-printed Acrylonitrile Butadiene Styrene (ABS), Polylactic acid (PLA) and Nylon-CF (Nylon Carbon Fiber) parts with jet impingement test using alumina (Al2O3) particles. The effects of build orientation and impingement angle on erosion wear behavior were investigated. Design/methodology/approach ABS, PLA and Nylon test specimens with build orientations of 0°, 45° and 90° were fabricated using a 3D printer. Erosion wear tests were conducted on these specimens at impingement angles of 30°, 60° and 90°. The erosion wear rate was determined by measuring the weight loss. EDX analysis and SEM images were obtained to find the wear characteristics. Findings The build orientation affected the wear resistance of ABS slightly, whereas the orientation caused more significant differences in PLA and Nylon-CF. On the other hand, 90°-oriented Nylon-CF composite gained mass, unlike other materials. From this point on, the incubation period specific to the composites was investigated by gradually increasing the amount of abrasive. The abrasive mass up to 5,000 g eventually finalized the incubation period and stabilized the weight loss of Nylon-CF. EDX results and SEM images were interpreted together, proving that the mass gain in Nylon-CF was due to the embedding of alumina particles in the matrix. Originality/value This study contributed to the literature to better understand the erosion wear behavior of the most used polymer-based materials produced with 3D printing. The incubation period detected in the Nylon-CF sample, which was found to be due to particle embedding, added another originality. "
Quantitative Chromatographic Analysis of Volatile Compounds Released during Polymer FDM-AM,2025,10.59429/ace.v9i1.5753,Applied Chemistry for Engineering,https://www.semanticscholar.org/paper/a92a17bdab9444916ad06900b087b9c9687df827,core_emissions_measurement;health_toxicology;materials;mitigation_filtration;workplace_indoor_air,0,Ali Raqee Abdulhadi; Aqeel Al-Hilali; Al-Dily Kareem; Hayder Hamid Abbas Al-Anbari; Salah Abdulhadi Salih; Ammar S. Al Khafaji; Sameh Hussein Hamo; Duha Abed Almuhssen Muzahim,"The release of volatile organic compounds (VOCs) during fused deposition modeling additive manufacturing (FDM-AM) has become a critical concern due to its implications for occupational health, indoor air quality, and material performance. In this study, a quantitative chromatographic analysis was conducted to characterize and evaluate VOC emissions from commonly used thermoplastic filaments during FDM-AM. Gas chromatography coupled with mass spectrometry (GC–MS) was employed to separate and identify volatile fractions, while flame ionization detection (FID) provided quantitative assessment of emission concentrations. Representative results revealed the presence of styrene, ethylbenzene, formaldehyde, acetaldehyde, and other low-molecular-weight aldehydes and ketones, with emission profiles varying significantly across polymer types such as ABS, PLA, and PETG. Peak intensities correlated strongly with extrusion temperature, suggesting that process parameters directly influence VOC release. Comparative analysis indicated that ABS exhibited the highest emission intensity, dominated by aromatic hydrocarbons, while PLA produced lower total VOCs but higher proportions of lactide-derived species. The findings underscore the necessity of systematic monitoring of VOCs in FDM-AM environments and provide quantitative evidence for optimizing process conditions and implementing adequate ventilation systems. This work establishes a framework for linking chromatographic signatures of volatile compounds with material choice and processing parameters, contributing to safer and more sustainable additive manufacturing practices."
Unveiling hematite-rich nanoparticle emissions from stainless steel-containing PLA filament: First experimental evidence from 3D printing.,2025,10.1016/j.jhazmat.2025.139835,Journal of Hazardous Materials,https://www.semanticscholar.org/paper/275969cfa9e306aa528e1da1172fe2c29fe43f0d,core_emissions_measurement;health_toxicology;materials;workplace_indoor_air;resin_or_other_am,0,Eun-Jin Park; Da-Mee Eun; Yen Thi-Hoang Le; Hanjin Yoo; Sangmin Jeong; Ki-Joon Jeon; Jong-Sang Youn,"Fused deposition modeling (FDM) 3D printing with metal-containing polymer filaments has gained widespread adoption across industrial and consumer applications. However, the potential release of metal oxide nanoparticles during the thermal processing of these composite filaments remains insufficiently investigated. This study provides the first experimental evidence of hematite (α-Fe₂O₃) - rich nanoparticle (mixed Fe-Cr-Ni) emissions from a 3D printer using stainless-steel-filled polylactic acid (PLA) filament (∼80 wt% stainless-steel). Emission testing was conducted in a standardized chamber following established protocols, and particles were characterized using scanning mobility particle sizer (SMPS), high-resolution transmission electron microscopy (HR-TEM), energy-dispersive X-ray spectroscopy (EDS), and Raman spectroscopy. Results demonstrate that PLA-steel filament generates significantly higher concentrations of ultrafine particles (maximum: 9.08 × 106 particles/cm³) compared to standard PLA (4.99 × 10⁶ particles/cm³) under identical printing conditions. The emitted particles from PLA-steel exhibited unique flake-like morphologies, with iron as the predominant element (26.5 at%). Crystallographic analysis confirmed the presence of hematite through characteristic lattice spacings (0.21 nm and 0.27 nm) and Raman spectral features (230, 412, and 609 cm⁻¹). These findings indicate that stainless steel-filled filaments can emit nanosized iron oxide particles, specifically hematite, during 3D printing. Given that hematite-rich nanoparticles have been associated with oxidative stress induction and cytotoxicity in various biological systems, their emission during 3D printing represents a potential occupational and environmental hazard that warrants further investigation, particularly considering the widespread adoption of metal-filled filaments in both professional and consumer environments."
Particle and Chemical Emissions During Fused Filament Fabrication (FFF) Using Commercial ABS- and PET-G-Based Filaments.,2026,10.3390/ma19091895,"Materials (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/42124301/,core_emissions_measurement;health_toxicology;materials;mitigation_filtration,,Dobrzyńska E; Jankowski T; Borucka M," Despite its advantages, 3D printing may expose users to volatile organic compounds (VOCs) and particle emissions. Emissions from commercially available acrylonitrile-butadiene-styrene (ABS)- and polyethylene terephthalate glycol (PET-G)-based filaments were analyzed to evaluate differences among material formulations from multiple manufacturers. Chamber-based measurements and complementary thermal decomposition experiments were used to characterize particle number concentrations and chemical emissions. The highest particle emissions occurred during the initial warm-up and the final stages of the printing process. The ABS-based filaments tested in this study exhibited higher VOC emissions, dominated by styrene (up to 264.75 μg/m3), and particle number concentrations approximately one order of magnitude greater than those measured for the tested PET-G-based filaments. The dominant particle sizes ranged from 55 to 90 nm. PET-G-based filaments showed higher thermal stability but emitted notable concentrations of acetaldehyde (up to 70.93 μg/m3) and phthalic acid esters. Both filament types released compounds of potential health concern, including formaldehyde and reprotoxic substances such as dibutyl phthalate and bis(2-ethylhexyl) phthalate. Differences were observed among fibers made from the same polymer type, indicating the influence of formulation-specific factors. These results underscore the importance of material selection and adequate ventilation to minimize exposure during 3D printing. "
Chemical Composition and Toxicity of Particles Emitted from a Consumer-Level 3D Printer Using Various Materials,,10.1021/acs.est.9b04168.s001,,https://doi.org/10.1021/acs.est.9b04168.s001,core_emissions_measurement;health_toxicology,,,
Chemical and Physical Characterization of 3D Printer Aerosol Emissions with and without a Filter Attachment,,10.1021/acs.est.9b04012.s001,,https://doi.org/10.1021/acs.est.9b04012.s001,core_emissions_measurement;mitigation_filtration,,,
Emissions of Ultrafine Particles and Volatile Organic Compounds from Commercially Available Desktop Three-Dimensional Printers with Multiple Filaments,,10.1021/acs.est.5b04983.s001,,https://doi.org/10.1021/acs.est.5b04983.s001,core_emissions_measurement;materials,,,
Nanocluster Aerosol Emissions of a 3D Printer,,10.1021/acs.est.9b05317.s001,,https://doi.org/10.1021/acs.est.9b05317.s001,core_emissions_measurement,,,
VOC Emission Factors from 3D Printers - ABS (Acrylonitrile-Butadiene-Styrene) Type Filaments,,10.31390/gradschool_theses.4850,,https://doi.org/10.31390/gradschool_theses.4850,core_emissions_measurement;materials,,Dean Lay,
